id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
830,7.732317932641897e-13,1.8578973429161927e-11,3.655008242731128e-07,4.318297214922495e-06,1.9172597537364666e-12,1.218303929961806e-11,2.2943098088035185e-08,7.01461661651269e-14,1.8567227833346522e-13,1.2940885511889422e-14,2.991975157212723e-14,8.057993291718524e-13,2.2249016864983595e-11,1.0545587840471438e-12,2.967259771224917e-10,6.194240120827033e-10,1.0639053006633592e-11,6.160648657882462e-10,4.58187784588282e-12,9.825816960074008e-06,5.163232478556674e-15,2.462647620549152e-11,7.995140601001552e-15,6.6796802227072575e-15,3.168679511486583e-13,2.1237246336514026e-11,4.1912264769905505e-09,4.1361603031475624e-09,1.9304582377088764e-09,1.3025912813657836e-12,1.0384927584539128e-08,1.1757999088257698e-11,1.963875284616279e-09,6.090508245036163e-15,1.219354857084909e-07,1.6402687313867709e-13,9.749896707944572e-05,1.2112627700844314e-07,1.516584902105933e-08,5.1254796744615305e-06,1.038283335219603e-05,5.669428815302524e-10,4.4079971672772444e-08,9.398571876317874e-08,8.743659268839465e-11,3.290266548106047e-08,5.446584481171024e-13,5.5551959121658e-07,5.02593799911466e-11,1.4692832020490876e-11,0.009414361789822578,2.1221788215619597e-10,4.027485636659556e-11,6.3773196792848985e-12,2.3488193811802005e-13,1.583696551676894e-08,1.8945753854637815e-09,2.4228964434769296e-07,1.3340438727027504e-06,1.8434671744671505e-07,5.7028080174825746e-11,2.116186566258893e-12,1.6974386306267686e-12,3.0606950076617068e-06,4.3455755660559703e-10,2.880338979480146e-12,7.233120352667655e-13,4.3149688622179383e-07,1.6014665789043647e-06,0.0006239817594178021,2.709276488051249e-13,6.664066520833956e-11,6.767290287174044e-12,9.634748465714438e-08,3.7674247402308403e-13,1.3787713375526534e-12,0.0003719354863278568,1.2065592969179306e-10,8.011477494861835e-14,2.567853698773326e-12,4.793348443860035e-12,3.709612883540103e-08,0.0009763867710717022,3.849228846775077e-08,7.626987930109408e-09,5.657851716023288e-07,2.8881016689297212e-08,0.9884734749794006,2.693623048135446e-13,2.9313022764654306e-07,1.4557777205936873e-09,4.582282470133592e-11,9.885522305255745e-13,1.1495738714249748e-13,3.0257813250500476e-06,2.0402890488213643e-09,3.7052197399134457e-07,3.829823611023464e-11,7.971919652183246e-11
832,1.271218102571331e-13,1.0136532238580465e-11,9.734234978744428e-16,8.644537018269121e-17,4.361385520313191e-14,8.747661418440954e-19,3.867251137379402e-12,2.509943646473908e-16,3.1521965593306334e-11,4.975161856926244e-14,8.193546104555492e-16,1.5156358390555624e-09,4.190319000395596e-15,2.2156717649837732e-13,6.157785836791163e-09,1.3035886821429333e-15,4.2923673504446924e-07,8.816436296299468e-12,4.9222436022955396e-12,4.0282946422998123e-10,1.9625691183900075e-16,3.389330580519944e-18,7.385353720748639e-17,1.2694751200608973e-18,4.325445742954601e-15,1.3583581170625271e-17,1.4054270768004695e-11,4.456324642632126e-09,1.79315062891206e-19,1.2460091434561101e-18,2.071067024441689e-17,2.352304197544982e-16,1.1773959592109085e-18,2.4688706714456895e-18,1.2818036088384395e-14,1.7220948245969675e-13,1.3561404603457117e-12,9.716373539081502e-12,4.4712019019687004e-15,1.338321458727509e-14,8.046595612043461e-10,2.6287201582153585e-11,3.029342456137979e-13,3.593705888427223e-11,9.039087187079353e-12,1.9789492135775786e-17,7.002428654140691e-17,1.2360495960095363e-09,3.053882288110016e-13,5.16314491161296e-11,9.731938460666185e-15,3.455246973988488e-16,3.4636856906859706e-20,6.679110387909437e-18,1.2496846998284742e-17,4.745455558082762e-19,6.45285911958332e-17,2.8764525483726544e-12,2.653785635686745e-09,5.591938370685945e-12,9.278171052360795e-15,1.1482065131527138e-17,2.7934223334534318e-14,3.931316730487744e-11,7.835367012327954e-13,8.799130534858564e-20,2.2249016543111075e-15,5.835858483235117e-17,3.390185843914293e-17,1.0536108999690576e-14,1.0329143249443171e-19,2.3041703432953066e-14,2.0127134440520437e-18,6.748346219125848e-15,1.2941900257360233e-14,2.836642613103556e-15,1.5774702507784233e-13,2.3077176020819268e-12,1.0502447571553511e-13,2.951552148284369e-17,4.0012704792275616e-14,3.388162688779117e-13,2.2832380430770627e-09,4.2673219124989004e-11,6.383167784488122e-14,9.52407030736617e-14,1.1804379266669202e-15,3.5318749742321506e-15,9.899419744227936e-15,1.1614231354428739e-08,1.0951061970220985e-13,2.6937596250831142e-11,5.774720809772604e-15,4.588089907590952e-15,3.774747625584496e-09,0.9999995231628418,6.239614293995777e-12,2.6426553653702278e-11,7.64174172650635e-16
833,2.37661823554447e-09,4.9484392278253964e-11,4.641806036764784e-11,0.9999948740005493,6.544641131117634e-13,3.0227238084507696e-14,4.766043809611986e-11,3.5971319672922775e-11,2.143559357792313e-10,3.759217600835668e-13,6.936963781178918e-10,8.305015529452842e-12,2.867625653379946e-06,1.0590469473603648e-12,4.6457563490642784e-11,8.156446004714546e-12,4.65169482793959e-12,2.9221294828296607e-10,1.1934027377424883e-10,4.212284743232431e-09,4.605659464917977e-10,1.3673551874093803e-11,8.368935427473245e-13,2.5608196119186744e-11,7.785941891214065e-10,1.59469076832508e-10,5.487788556912676e-10,5.490432327531769e-12,4.002491227339533e-09,9.544699058894324e-11,1.281487416182614e-10,2.9143274460352586e-09,4.889562088550292e-09,1.7209648419877488e-12,8.41660785511067e-09,1.4048999593882505e-12,2.3266972792868046e-09,1.825184448023265e-08,2.195490234058184e-09,5.083857956833526e-08,2.8963273446258597e-10,3.514294348860858e-07,8.877242690941145e-12,1.4438444884135038e-09,3.234772172344691e-11,6.335074687058295e-09,7.13771663995999e-09,1.3757243955137e-10,1.8553338865245905e-09,2.5024718408594993e-11,2.0698674063623912e-07,4.055940028280247e-09,9.848535320600149e-09,6.017617693032662e-08,8.127932354939915e-12,2.132067891125189e-07,5.93839033502519e-10,1.565188777197246e-11,9.397695954760366e-10,1.5093506999797057e-10,2.304452273449442e-08,1.5888591169740257e-13,2.449632996448514e-10,1.48309541730951e-11,1.2165981999601172e-08,1.232127146977291e-07,1.0481391145636398e-12,1.3603569225945078e-12,6.005655084351247e-09,6.584316425417569e-10,2.367212328935331e-13,3.854566839323059e-12,5.0020849685613114e-14,8.797429798534928e-12,1.696949525342717e-11,5.99607197226959e-10,6.059674428904316e-10,7.715620677084534e-13,1.1835130586061032e-13,2.370978080534769e-08,7.529388354118871e-13,1.05033057806736e-08,6.368117144717189e-11,9.315993532155176e-10,1.3937403453567754e-09,9.141319310401741e-07,2.375681340538449e-08,2.1579920073122594e-09,4.972485097287649e-13,8.154089625733718e-10,5.388169910247598e-09,1.4109448720489581e-08,1.0128310516666073e-11,2.502536400328381e-09,8.730201983553343e-08,2.037126977522119e-12,2.375176166857784e-10,2.041658753171305e-08,5.995426732852138e-08
834,7.447925739687e-13,5.264341185196031e-10,1.5080231507980102e-10,5.687358387458167e-17,1.1385708376110415e-08,6.362619764388455e-09,1.0701432144946676e-12,2.5371885582076148e-12,2.0718893267712701e-10,9.38562422225786e-12,1.6022334570209296e-09,1.6838775165894937e-11,2.5879812683604793e-15,8.101194411483381e-13,1.644533305106971e-13,2.2868879099441353e-12,1.381771433384138e-11,1.0329287270893599e-15,2.2168366697883357e-08,2.0415141507911048e-15,1.0483815204853641e-10,4.3480234061636647e-14,2.606170453869818e-15,7.55435210914035e-14,1.1081021896505033e-13,4.80807537880934e-12,8.053435305785395e-13,1.7311693786696873e-16,1.1705822942909005e-11,6.961612682805304e-14,3.707637360106028e-14,2.1585916376836572e-13,1.1243902859426952e-15,1.5618217830137837e-10,8.091669216824481e-16,1.0,6.896331428885889e-20,1.701950585401412e-14,7.722689912418364e-15,3.355812399881766e-14,5.221580343128286e-14,4.9233128314666165e-17,3.9506644483600084e-12,3.0906700809740784e-14,5.807068159668916e-10,4.5951433990969224e-18,1.1604663085508504e-13,1.3792250185635981e-15,4.2706517109923126e-16,8.90901630246077e-10,6.838935434132366e-19,2.4181062696897876e-14,6.988898626297284e-18,1.9132015850048534e-13,3.567168045323643e-12,8.281472359645224e-16,7.226154397077522e-11,4.54448520402295e-18,2.7530357625134846e-20,1.240807315835285e-13,1.0623079589857569e-15,8.977108607258893e-14,3.0192245459390726e-14,2.8354228009562152e-14,2.3156321304895755e-09,2.7815861593227797e-12,1.6646621147503593e-12,1.86907812153461e-17,5.3994596337439416e-14,1.7883282745281837e-12,1.762990448073154e-10,9.18356085621852e-11,7.730500403224996e-15,6.455446177611179e-10,6.660938911551284e-09,6.335496363640836e-12,1.1108584052147157e-15,7.463784868848549e-16,2.1431673710020638e-12,2.4226345839264254e-18,1.3518605679330165e-10,1.1123854997394968e-14,1.979501439354519e-17,3.90376817785594e-15,4.720389677688496e-15,1.058380373088457e-15,4.2338484470714685e-15,3.0464539182180876e-17,1.3419871117137383e-11,1.4467629026217177e-13,1.4852962609834819e-12,9.672701875573786e-12,1.1237355490578693e-09,6.028679638836465e-11,5.862927141600302e-17,1.996110008444722e-15,4.744580515145605e-15,6.356015019859385e-11,1.5621717244437838e-12
835,5.646594303243546e-12,6.996445957307973e-12,3.420217017588434e-12,1.0491686408542478e-09,1.0123142152014888e-13,1.8752540752869917e-12,1.2045635756213757e-12,1.2590622988639666e-13,2.381580002652761e-11,4.848919659891648e-13,2.420548761428165e-10,7.252229687008255e-14,3.480232161484631e-12,1.292999041169196e-11,1.9410233420558143e-09,1.6754358317383478e-12,1.165982033146662e-10,7.056920325876348e-11,2.3336021971135518e-14,5.2647006754114045e-08,5.586327553292565e-15,2.7868901630867526e-10,1.4596674199269838e-15,6.691719101986583e-17,4.363517756351314e-15,6.189161748886398e-16,3.22131157304284e-08,9.392438909960887e-11,8.574705615688183e-13,8.322683159507106e-15,2.261331448700013e-13,8.542568252778437e-08,1.6715713968551427e-07,1.8798595492752757e-12,3.15358006375277e-09,5.623794073657262e-13,2.3448306407658492e-08,6.416540909714996e-12,7.792830963859743e-11,2.3254137504480354e-10,2.9140254098614093e-10,1.628683889975946e-06,2.562445544640468e-08,3.108254756009621e-13,4.853127899551168e-10,1.5583871970648033e-08,6.912232208833302e-08,6.177501565840515e-11,1.3183979949427105e-11,1.947405995142426e-12,1.0999588994309306e-05,8.242110993705865e-09,7.736383148687631e-13,5.063539032512665e-10,3.504075827241715e-13,1.7409304553517302e-10,2.616135530431052e-09,2.7665646466432103e-13,3.5813515347760116e-11,1.654193622357969e-11,1.5433711437768532e-13,4.530770086907422e-14,2.741632536772641e-14,1.030634244614248e-08,4.5371830736939955e-08,8.261610796519991e-13,6.941760100770411e-12,4.958269038402019e-13,2.5293902528034096e-09,2.380622921016595e-10,4.4379976942756296e-17,1.5016782847591947e-13,1.1299823923782704e-12,4.0962051459092486e-12,4.968403119476328e-11,1.6701006133601481e-09,4.121621013236654e-12,2.3738656873550923e-11,2.6632704930307227e-09,3.8931114191773086e-13,7.66163825091648e-13,6.652551773345117e-12,8.131123330201717e-09,0.9999852180480957,1.1900266372322221e-07,7.091617332428968e-13,4.14408698329316e-12,9.998519373555226e-12,1.4091432881668808e-11,1.6998412226409965e-12,1.3039500035283424e-12,1.9472424974548153e-12,8.39551748976243e-14,1.9155392604140037e-13,1.462254545003816e-06,5.782218887723234e-12,7.989970311891512e-14,6.978619904174366e-10,6.7481567209148885e-12
836,1.4868515489999123e-13,2.0258951874985356e-17,1.014590836475801e-13,6.519564055285088e-11,8.655689894468174e-18,5.571036610126265e-18,8.242644414235833e-12,2.4167308999416834e-15,5.682302742272304e-18,4.385356648011694e-16,1.0197893402533144e-15,5.585238268922396e-15,1.265653485743026e-14,7.809867390382724e-14,1.3161718012666933e-14,2.6887030678492314e-16,3.685661376163135e-17,3.2550150075305595e-11,1.1260805621304826e-09,1.866066522360427e-15,6.829593450019891e-14,5.74274599285429e-20,2.731418939379266e-16,2.2862064346686195e-13,6.369333229241936e-13,4.879642967903913e-14,1.3238639410565146e-17,5.704685612784033e-10,5.506245670327354e-15,2.4315914577265497e-15,2.5429172520940665e-14,8.454580588954704e-15,2.1272686531087468e-19,1.4396923713274777e-15,5.993594970376062e-15,4.2175816557754825e-16,5.919385143317692e-15,2.048467949086752e-12,1.5375167569772925e-14,6.297157890619576e-13,1.381694238189457e-12,1.4800819727469965e-15,4.427055749132778e-17,2.4024621181339967e-10,8.202412815801197e-13,2.9923939303018454e-14,6.350524489953657e-15,3.484903270361932e-14,3.342762807008459e-13,8.421747897853233e-15,2.023063994430717e-14,3.972990420810993e-14,1.0990831725635197e-12,2.681240375123489e-13,1.637707816209207e-15,1.5080630634402064e-18,5.381256429839326e-16,1.0787339988285738e-12,2.2385295006532857e-10,9.028271186206638e-12,1.0,2.3882629960871932e-17,5.264040314756357e-10,1.005650242781272e-15,9.885494946091549e-16,3.648417288767969e-13,1.5235329629961292e-15,1.890051954327827e-15,5.7176447651712935e-15,9.867076638169978e-15,2.6270705683268444e-16,2.6519534317018603e-14,1.5221479847180296e-18,2.6218745505910313e-16,2.1581531287268637e-15,1.5991853295153208e-14,1.7363570976001996e-13,2.578195179083495e-16,7.511387777204287e-19,2.1665484961630455e-09,3.196070244600841e-16,9.040259318048027e-13,3.337045326144163e-15,8.156591115857971e-17,6.751145825143924e-18,1.4099330210293193e-11,7.431363302501381e-10,3.557753524836664e-14,1.3016258685761287e-16,7.955026611397575e-13,3.280752067041058e-14,3.68134855932567e-09,9.931623665832001e-13,5.967601223290722e-14,2.5289264489152647e-16,7.6335950906746e-14,3.386819158457399e-10,2.420968698950421e-13,2.644817145239925e-13
842,1.2498435175700706e-08,2.0926847754676459e-10,2.049401093273673e-09,4.297169217681862e-11,3.864442099654752e-09,5.429596512840362e-06,3.359407196867892e-09,2.067467030908432e-11,8.978103260837145e-10,6.737373769993837e-09,4.0078071070204224e-12,1.601796473238437e-09,1.68445257742178e-11,1.6568967031727055e-10,2.9787856625773657e-09,7.490266185072869e-09,7.985899164175692e-10,1.1731293714234425e-09,2.359791251294041e-09,1.5110305895404963e-08,3.457803765538614e-10,1.7862589662617778e-12,2.11742012812266e-11,1.7019119447070352e-10,1.170237462488899e-09,1.1121836090977055e-11,1.3352131418287172e-06,5.519785073460071e-09,9.581160309579673e-10,4.828277014312654e-11,2.307947669782928e-12,3.255308522742695e-10,1.116002706913477e-10,7.1103185561582904e-09,1.4664522929308532e-09,1.5616973270127232e-09,1.1783281017585523e-08,1.2438049168395082e-07,4.415979617533594e-07,5.313651185723245e-10,5.387745360962981e-09,6.265407082040042e-10,4.0712631488304396e-08,3.1916831400025103e-09,4.14280887373053e-10,7.188862283236119e-10,1.258924353653157e-10,1.14162617137481e-08,2.4595462819188008e-11,1.4764097722164138e-09,1.164319751723042e-09,5.620853560373007e-09,7.745622177500466e-13,2.4131993625609027e-10,1.4185211227868422e-08,4.775309037086117e-09,2.1786082271546547e-08,1.1200586291781889e-10,5.304617856083382e-10,0.9999618530273438,5.193967478334116e-10,8.257967643032771e-09,3.0731809458339754e-11,2.2374990749085555e-06,2.2891826212401156e-09,6.759032777914342e-10,7.058293394202053e-10,1.1943636080147257e-09,6.176977507266201e-08,6.440411226549259e-08,4.921474783259328e-07,2.4298073185491376e-05,1.7934062270796858e-06,1.4562570704867994e-08,3.071596088588535e-09,1.2918158209807018e-10,2.4751329874561634e-07,1.8235748466821633e-09,4.0234419884654926e-07,2.6248347939628047e-10,1.828076108267851e-07,9.708601977909126e-11,4.6295801325868524e-07,5.071087549879394e-09,2.2042165426228166e-07,1.216483136445845e-09,1.7574910970985513e-10,7.274396640610803e-09,4.574334688811632e-09,5.697066374210635e-09,2.3958142136848437e-09,1.2273759786296523e-10,2.551054645305584e-10,1.1048685577552675e-10,4.818297982822628e-10,1.6229793065036802e-09,7.28335125543822e-09,6.12914774489326e-10,3.358729310301567e-12
843,8.715041526169507e-15,4.651848036294474e-17,8.648718026471602e-12,3.010900122973892e-12,4.715540364434628e-18,6.131056884129359e-20,3.86154736659039e-12,1.0392841211717273e-15,7.106228650769104e-15,5.682989948415577e-20,2.0649472113977766e-16,3.549204633058263e-15,3.6739837034962543e-16,1.6059020731469428e-16,1.8085775491973304e-15,1.824471745258198e-17,1.4809226264773668e-16,1.3886843897026324e-09,2.43868832327512e-15,5.975821920634061e-11,6.0098402086540075e-18,2.498761169228894e-21,2.5503895986937774e-20,2.999172401066588e-20,2.2272182100125092e-17,1.1577625365662782e-20,2.7226986398960762e-14,5.342229325577819e-09,9.624965040211632e-19,4.940427715328221e-19,4.655916176721459e-16,3.0695221754986624e-13,7.814645503238186e-15,4.790292676391045e-18,2.083396129226589e-11,2.6239441233964144e-17,2.323095925696461e-12,1.380996619143593e-11,5.696301313669674e-14,1.1730395300946217e-13,1.1261492849357069e-09,3.2700222737935825e-12,2.245858186922245e-11,8.940498515130901e-12,1.0830195629196737e-09,3.1913720555110103e-09,7.462670623476216e-17,1.7000744562123415e-11,8.734107179021017e-16,1.1011717999573865e-14,2.2712311198436197e-11,3.090774308378238e-15,1.3040418447697144e-15,1.0204147185749065e-17,6.691477565247717e-19,2.0961903142723931e-19,9.838673613813243e-20,2.3169428875480236e-10,0.9999998807907104,8.0722664663746e-11,2.0528299546351825e-11,6.28875442698668e-17,1.3297529581363793e-13,1.2265384020937464e-13,1.7899292718305797e-15,4.736055684396862e-18,3.727303686372084e-15,3.702880761887427e-14,1.2280617400274065e-14,2.985333117863642e-12,3.441231937581704e-20,2.5372556944625306e-16,1.0176691923845088e-19,1.1379360453055154e-13,2.4171787074011788e-18,1.4204664770477037e-17,2.1153735013657027e-11,4.914380604340024e-17,2.5735628373722517e-19,2.733662634365336e-14,3.630650391269786e-18,8.54885051637666e-09,6.146701991838199e-08,2.8151686710942148e-12,2.0090997008420652e-12,1.6609552275226314e-11,7.428804099651742e-12,6.382417923160577e-13,6.943664771487705e-19,8.174643184588604e-09,1.7707986466053427e-10,3.158911663064118e-13,9.096883131758798e-14,2.8736151082515612e-18,5.307737804827184e-09,1.0133008876422878e-09,1.0380371150316148e-13,7.923002193015692e-16,1.92791502355617e-18
845,0.9999771118164062,3.312533840976739e-12,4.129782656798163e-14,1.4636843820303724e-11,1.1006954375725186e-10,7.330128257848623e-15,9.317257599470081e-16,1.6043562962517188e-12,1.0515708304126292e-08,2.5205494580404775e-07,3.6280296800660083e-13,3.927456450336653e-12,2.0221931767983037e-13,3.340420328922498e-15,9.492700272758017e-14,2.824062770938511e-17,1.6910138567194366e-10,1.5880249589275697e-13,1.216922829866407e-11,8.156763567530867e-13,2.2599577278015204e-05,2.1985590074064764e-18,9.618573777509953e-20,2.5602651509276653e-12,5.312186454609069e-12,3.826550086815617e-17,4.297967960264354e-13,5.7649511317589726e-15,3.566361412459841e-14,4.524424370176477e-16,6.754877340284727e-19,3.58375551456902e-11,1.2444571665113228e-17,1.2456571147831386e-12,2.6492827368191675e-15,3.018659280873415e-11,4.7404327933262477e-17,1.9709188447958326e-10,1.1422120138604441e-08,1.0202160644068314e-10,5.279270063099882e-15,2.3498043788539036e-11,1.0826971173609642e-17,4.813086845853638e-15,2.900060605139196e-15,2.7948504310025025e-15,1.0440376997178716e-13,2.196578856306086e-12,2.1565960128810957e-09,1.094146440117072e-09,1.6967708785092256e-18,1.2170940253894424e-12,1.722874113701985e-17,3.280977377805028e-14,1.766314206008701e-08,1.5792457080688336e-15,7.382491834647883e-15,1.3041201324516089e-17,3.832222269416685e-15,7.204263297033719e-10,1.2829599578892403e-12,2.1257905917330955e-13,7.424624947510207e-16,7.955162048789468e-17,6.976047479479233e-14,7.270457125230223e-09,5.914698101393311e-20,5.1159527917490744e-20,6.674501923376042e-11,3.8106348724262565e-14,1.3254678184562198e-14,1.0665894166136947e-12,8.226022009497712e-17,7.99237080326403e-15,8.10167399833972e-09,2.8698954671058097e-11,4.663589653342015e-11,4.3679010520746936e-20,7.708919358981672e-14,1.5574694650828148e-14,4.297045575266112e-15,4.731239640347231e-16,3.7755609321463504e-14,7.628875931312267e-15,9.350741514424499e-09,7.115009137415029e-10,7.651346021337029e-15,6.520165151665535e-17,8.829653554262486e-15,2.6273705433510486e-09,2.8258546544424057e-11,4.5903046988482465e-12,6.094234004157956e-14,2.1082027183011443e-12,5.4257020697025954e-14,2.3849618704637268e-14,1.3850517582077605e-14,2.27745854943992e-13,1.5294391458604145e-13
846,3.1074538497932735e-09,5.8302891403627655e-09,1.7207444216182921e-06,1.0693646800064016e-05,1.8599452533685223e-10,1.8294478432157035e-10,0.00018707115668803453,7.704852755807678e-09,3.6858963881059026e-08,1.886203415679688e-10,5.910849032453314e-10,2.1091164370545812e-08,2.3826652295610984e-07,1.026441736939887e-06,1.9060186104979948e-06,3.097821021924574e-08,5.125192270583057e-09,0.0002776991168502718,2.1645785164281506e-09,0.0006639076746068895,1.0488115931295283e-10,3.130356640568266e-09,6.403576335856087e-09,2.4395546346922536e-11,3.633610357045569e-10,2.850439662083204e-09,6.289459406616515e-07,0.0004842493508476764,1.5079809623230744e-09,5.318609996862733e-10,1.2190731979444536e-07,4.449263997230446e-06,9.528961868454644e-07,3.929988334760992e-09,6.560562178492546e-05,3.32738059327653e-10,0.004359827842563391,1.8063263951262343e-06,9.134603828897525e-07,5.004522336093942e-06,0.0031061891932040453,0.00018848660693038255,7.714084858889692e-06,1.0755456969491206e-06,8.175340190064162e-05,0.005165094509720802,2.3577872809710243e-07,0.00010660295083653182,2.439580271129671e-07,1.4479889509644295e-09,0.7895532846450806,6.724184231643449e-07,6.108447792030347e-07,4.005043763299909e-07,6.713591904627947e-09,1.1784877962384144e-08,1.4011101612254606e-08,0.0004481509677134454,0.16628532111644745,1.0104863576998468e-05,4.628885562851792e-06,3.916212687471443e-09,4.3684908632712904e-06,1.0098880920850206e-05,7.457359743057168e-07,7.289133741039677e-09,4.6246296392382646e-07,2.3954985408636276e-06,8.188658853214292e-07,3.253361865063198e-05,2.533104281887688e-11,2.526602260743971e-09,9.884093543632844e-10,6.917663597505452e-08,9.436492476311287e-09,1.707682173446301e-08,7.472925972251687e-06,2.077982571790926e-06,5.1814463830623936e-08,9.519887953501893e-07,1.7467256085978988e-08,5.576256808126345e-05,0.015721673145890236,0.009738185442984104,9.650319725551526e-07,2.267151785417809e-06,3.075724089285359e-05,2.8555661629070528e-05,8.170825793740732e-09,1.7662337086221669e-06,5.323205414242693e-07,7.173033509388915e-07,1.9175320886688496e-08,9.038446657783084e-10,0.0032071934547275305,0.00011448994337115437,6.15655380897806e-06,2.0470770323299803e-07,9.854450588875352e-09
857,2.5926050094613037e-15,6.54010266082361e-14,4.635920418166392e-14,2.3469604149115204e-14,2.4149300655441734e-14,1.0254147825175617e-14,4.8881424082047875e-12,8.303008888072005e-13,5.313233712592527e-14,1.1124355805625032e-15,1.7021750491324344e-13,1.1051880764723077e-11,9.985341546669968e-12,1.4912991952442667e-09,1.4859476496487112e-12,2.3434281182233008e-09,3.139614228116921e-15,1.1516368414454803e-10,3.814474014429692e-10,6.403139212021779e-15,7.561716552396958e-14,1.7933188859272546e-15,3.151755745278706e-09,8.286484692865415e-11,2.2932352197746475e-11,1.2660861248292576e-09,8.245130516922397e-15,1.2321975904894256e-11,5.421092828111762e-12,1.0393942373454479e-09,9.677183533673972e-12,1.1387566508248154e-13,1.3861131963697885e-15,3.663442049717247e-10,4.953983187214184e-13,1.5360825458832217e-11,5.014128760631731e-13,4.966173305920307e-11,8.274294877735899e-14,3.5630854278330404e-13,4.218458048155238e-12,6.467176512196804e-14,1.5775172314608427e-15,2.2744626277867996e-13,5.069689112957576e-11,2.6904082192874372e-14,2.704556023580551e-11,3.121267621534335e-14,6.656856327020427e-14,3.412538480962457e-12,4.2699483427738466e-17,1.549600617094249e-12,1.360190432508901e-11,5.0952493092781825e-12,3.315747402663459e-14,1.8905057522293186e-15,1.2031177378142577e-13,7.514038696809777e-11,4.224976285168748e-14,3.3648309290777723e-13,3.015997007693727e-09,2.619616043116296e-15,0.9999997615814209,6.25600713268816e-14,2.286542699972416e-12,1.59380980635504e-11,1.9886901014842806e-09,4.321481020252982e-11,6.0819900582021e-15,2.905150349886282e-13,4.0327544081897315e-10,7.532186679926056e-12,5.431634010838807e-14,2.1162345693100798e-13,1.1760470201849227e-11,9.966551509869165e-14,1.5087152862542177e-15,1.2064153387218723e-13,9.946283536100674e-15,1.4031353856580608e-10,1.6651452786065057e-11,2.5108279171071057e-14,3.924953742416191e-16,1.3618912516276914e-14,1.4484825880865072e-17,7.897902573909474e-14,1.6677962830224935e-11,6.050325171425008e-14,1.7099842375412067e-10,3.02645522575265e-13,1.883667019971424e-15,2.648939130267536e-07,6.753048814589491e-11,1.0253757565248378e-10,1.5971898098888403e-16,1.447988972648473e-12,6.45915699398758e-12,2.663551601500558e-10,3.2051473020794363e-12
